16108, 44
6646, 2
4449, 4
4388, 10
4821, 10
12334, 12
6594, 128
3768, 4
2941, 168
9222, 42
7227, 37
3611, 76
128, 226
14224, 1
1011, 74
1643, 23
13704, 336
13268, 0
7359, 248
15518, 4
10009, 369
2545, 8
10503, 76
9534, 0
15130, 11
16789, 29
12352, 17
9889, 0
7738, 0
880, 0
9747, 141
5064, 39
5053, 39
13065, 40
4959, 12
6157, 4
8066, 86
776, 60
7117, 83
11814, 313
5399, 85
19342, 0
10057, 84
781, 0
10503, 372
1472, 3
5013, 118
15591, 104
4698, 5
6648, 15
11618, 4
18143, 11
7798, 60
8753, 3
10339, 298
16246, 19
2578, 1
13926, 0
6209, 102
9249, 0
5721, 13
8262, 48
7809, 0
5643, 324
18777, 10
8422, 17
12871, 68
5518, 0
19043, 2
515, 82
2280, 6
3434, 19
4718, 3
6713, 10
8970, 7
9662, 0
4165, 0
358, 53
751, 85
10205, 587
17380, 0
2821, 185
10045, 68
4987, 231
3961, 9
4922, 13
9643, 13
13392, 0
10887, 12
14181, 0
4426, 9
9037, 3
8138, 2
8993, 30
5873, 15
13325, 1501
10498, 116
4849, 33
6532, 97
12772, 0
2503, 108
3511, 26
14425, 33
2744, 101
3094, 17
14123, 0
8579, 50
6373, 22
8101, 12
8403, 48
8990, 29
10704, 56
2069, 24
659, 36
6165, 25
12287, 0
11321, 49
5702, 38
2590, 164
4538, 0
14856, 13
4547, 111
985, 328
3944, 126
7739, 11
33, 187
6261, 249
5255, 43
11882, 98
6894, 5
2586, 122
11355, 43
8444, 297
13544, 218
4499, 48
5620, 32
8898, 21
10724, 23
7794, 44
15314, 7
5553, 296
4639, 3
7134, 45
6219, 3
4964, 12
5700, 1
9832, 28
5375, 47
11983, 120
15751, 0
10874, 9
8279, 275
9906, 64
3984, 9
16858, 0
8697, 33
7520, 2
8398, 0
11230, 37
12998, 22
3306, 32
9649, 266
8605, 0
15330, 30
6982, 20
13855, 0
12258, 27
7851, 49
7370, 66
11896, 90
8195, 87
2984, 146
7144, 41
1194, 26
7449, 13
9520, 27
15187, 13
384, 152
3797, 12
153, 20
1414, 35
5199, 28
6800, 31
6817, 0
12310, 0
9575, 4
8834, 8
4466, 5
6800, 6
15063, 0
10980, 16
13441, 25
18683, 21
16333, 0
10789, 12
11837, 8
13683, 4
21949, 25
21032, 0
12755, 0
10830, 0
2154, 64
3058, 1
9141, 0
14528, 8
4568, 265
12168, 3
8817, 109
5499, 0
7589, 262
9772, 50
10861, 5
4171, 23
6996, 32
2291, 0
5546, 0
8426, 0
10080, 750
6932, 10
11538, 3
7186, 388
11758, 0
10712, 50
8532, 6
4527, 65
7009, 93
4183, 29
12657, 9
53, 0
10075, 42
9736, 102
5907, 88
2049, 88
11550, 11
9610, 53
8071, 42
74, 295
17904, 63
5598, 57
2272, 1
11054, 80
9839, 422
10816, 9
6400, 17
7260, 0
9888, 14
11268, 17
12625, 0
9818, 36
11378, 0
3880, 161
7879, 229
2620, 66
7395, 105
4518, 4
4862, 0
11484, 210
4564, 56
9890, 6
13433, 0
538, 183
13651, 3
15049, 0
7359, 0
6129, 19
1903, 243
17428, 0
13561, 0
10775, 118
2015, 27
8890, 4
13257, 3
12009, 2
7876, 27
5252, 12
5228, 0
8845, 212
11124, 0
14571, 0
2596, 20
4308, 44
13466, 82
8435, 37
3742, 9
15636, 60
7417, 201
8458, 6
968, 369
5603, 179
3444, 203
8181, 11
4902, 67
2529, 6
11670, 35
4489, 8
6663, 22
11175, 62
1482, 27
10614, 0
13666, 66
19818, 0
3171, 0
10046, 106
15325, 0
10721, 249
10951, 1
12792, 94
8219, 29
2115, 118
13997, 5
4716, 102
2826, 291
12958, 177
7280, 6
15309, 0
17595, 100
4005, 11
8771, 2
15676, 96
13962, 19
8963, 0
18927, 40
21316, 16
18342, 72
9643, 51
481, 42
14381, 0
12643, 4
7089, 7
5236, 112
14935, 117
13442, 268
13243, 1
9639, 0
8157, 33
10367, 189
9710, 831
15293, 124
9003, 14
11920, 12
12904, 275
4426, 36
8420, 0
9129, 67
12494, 0
13950, 46
17996, 28
12319, 0
15853, 18
10616, 0
6403, 10
1901, 41
6378, 61
7554, 0
1630, 51
9977, 19
10133, 55
7200, 48
3280, 27
10318, 15
17750, 0
8462, 44
14464, 23
13742, 45
11304, 117
11524, 31
11038, 1
3780, 8
5684, 112
3784, 320
14923, 21
16330, 0
9351, 253
9014, 12
1829, 30
6978, 29
13785, 8
10153, 11
384, 76
6234, 64
1744, 325
5092, 39
12090, 50
10956, 30
14816, 0
3829, 281
13191, 67
4073, 173
2415, 20
9986, 114
11605, 191
14223, 41
14454, 2
9874, 1
9304, 159
3576, 11
4562, 45
483, 277
3485, 194
6893, 15
9366, 16
9937, 27
7893, 7
5863, 103
8816, 0
10320, 0
12240, 161
9989, 99
7535, 4
5349, 1
3345, 0
2726, 0
13365, 36
3475, 94
269, 61
10344, 0
9235, 272
9321, 2
11910, 0
4275, 239
14677, 3
48, 200
2854, 97
13033, 0
7517, 11
16378, 0
17684, 0
7166, 31
14104, 0
5134, 13
6094, 667
2946, 19
12268, 4
5626, 44
8290, 40
5595, 38
8849, 7
13443, 228
2484, 0
10266, 41
8025, 80
16047, 10
3802, 11
11238, 201
16319, 4
4964, 378
5655, 1
7034, 53
5977, 471
2370, 139
12952, 3
5223, 30
14882, 16
13077, 0
2877, 31
7537, 11
7357, 7
8612, 8
4875, 16
12004, 0
4466, 13
15901, 44
8985, 116
10053, 359
11012, 0
8703, 140
17713, 0
2138, 39
10154, 11
18844, 20
17049, 0
12544, 0
9347, 15
11704, 13
14569, 27
9373, 40
1428, 0
3609, 0
6241, 152
3509, 95
12930, 7
8622, 4
9407, 36
668, 10
11223, 9
11207, 31
7941, 117
11099, 115
3007, 70
14090, 0
9632, 473
3262, 31
5032, 158
5838, 0
6881, 1
8859, 12
8566, 11
6274, 0
11569, 6
14647, 6
9086, 6
11845, 1
11784, 136
10489, 28
6036, 47
3812, 36
1110, 386
11802, 24
11717, 27
14270, 0
13271, 0
5039, 498
3469, 0
4326, 28
5081, 229
4295, 85
13667, 19
13203, 63
10819, 45
861, 14
6898, 30
4304, 841
10104, 13
16148, 2
9550, 16
8105, 6
7341, 31
4598, 119
8611, 69
226, 128
3011, 31
8383, 25
8663, 154
6650, 37
1792, 7
6284, 25
8250, 19
10400, 226
6708, 107
16280, 0
3597, 135
16916, 0
8065, 327
9730, 140
5157, 20
7655, 639
14889, 8
8678, 22
20568, 23
5040, 0
1241, 30
2058, 4
2098, 54
5761, 102
4700, 17
12517, 374
13018, 70
7954, 5
12276, 67
9391, 41
9931, 0
15181, 48
13101, 19
5113, 26
5600, 4
11850, 0
15156, 170
7397, 18
5953, 6
5555, 11
8553, 65
13772, 105
9637, 4
2355, 38
2796, 41
1196, 0
16449, 0
9763, 52
11355, 18
15645, 4
5294, 127
3147, 24
338, 143
13743, 4
3878, 200
3744, 3
9634, 225
8889, 0
5049, 171
4035, 33
7973, 103
5994, 117
9965, 16
12464, 3
3487, 42
8798, 283
5766, 44
10627, 114
5374, 39
10850, 31
11787, 1
6139, 765
9037, 22
3587, 36
9188, 54
3168, 80
17630, 26
12608, 2
3928, 651
800, 3
13779, 106
4682, 58
